,UserID,basket_icon_click,basket_add_list,basket_add_detail,sort_by,image_picker,account_page_click,promo_banner_click,detail_wishlist_add,list_size_dropdown,closed_minibasket_click,checked_delivery_detail,checked_returns_detail,sign_in,saw_checkout,saw_sizecharts,saw_delivery,saw_account_upgrade,saw_homepage,device_mobile,device_computer,device_tablet,returning_user,loc_uk,ordered
388826,363c-27c0777b-363c-4146-a9d2-261962,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
412132,46bd-18ac8493-46bd-4d1e-a4c5-700588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
383041,d1e7-2477436d-d1e7-4731-9abd-141883,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
416002,c4a9-1adc2ab0-c4a9-4271-91e4-637099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
374433,bb61-2da94008-bb61-400b-8782-484405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
374412,4db9-2da67avc-4db9-4acb-9167-857759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
25465,0d43-6135b973-0d43-4057-8d2a-461537,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
172417,4626-9bb179c1-4626-4cb1-a424-199297,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
333681,7961-40c68c27-7961-4956-96a3-604173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
37529,6091-797c4av6-6091-4681-a385-624243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
292616,6065-617ab694-6065-4b09-a241-198445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
308223,7c16-475d7da9-7c16-457c-9239-88084,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
378284,4398-26da3c11-4398-4564-aav9-583089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
142931,967d-b5382652-967d-421e-b688-587765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
240270,d35b-7b70d9b4-d35b-4c97-a5d1-312352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
425414,cdb5-12173601-cdb5-4557-a8bd-31205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
26440,c26b-61c1ca72-c26b-4704-878c-670884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
394684,bdc9-1c75ab67-bdc9-471e-a74b-52583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
63818,1616-dcb7565c-1616-4965-92b1-49149,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
114152,8741-c10ac3c7-8741-b11c-b54d-970061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
442721,9a8b-0dc38723-9a8b-4026-ad12-932361,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
49758,c7c9-72d2a62d-c7c9-4838-b964-873256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
69244,0cd8-dav76717-0cd8-4168-8cb1-741522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
374074,bb0d-2d753626-bb0d-4a72-a64c-236874,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
322977,80d7-48b69b4c-80d7-471e-8884-618436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
11760,96a5-677a6975-96a5-400c-b6a5-683113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
341830,7611-4558bd95-7611-4747-a243-592674,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
382539,2501-242d67aa-2501-b117-aba6-218905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
63247,d6d6-dc68b594-d6d6-49b4-96db-237682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
78841,91a3-d738c32d-91a3-47c1-b461-739784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
353127,9713-3db7dcda-9713-49cb-96d0-96826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
336594,2088-427179d7-2088-4dba-97a8-856430,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
125185,3b65-b93d7av9-3b65-4c5d-b7b6-14832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
251290,0bc6-74156517-0bc6-4532-9b73-85697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
339373,4a15-436074a6-4a15-4847-9736-928425,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
215640,11da-896ba0dc-11da-4bcc-9cbd-288217,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0
415131,2129-1a5a4674-2129-4b1e-947c-751284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
73742,a8c1-d452a2db-a8c1-4942-8a31-563665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
277388,62av-1ecaa606-62av-4avd-84av-572537,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
294868,aa4a-54d2da12-aa4a-4c92-86a7-565697,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
216874,71e0-8ab018a3-71e0-4571-97a1-743888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
326261,1c76-4a96395b-1c76-4a33-b2d7-303170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
389080,7176-27754651-7176-493b-bcb8-420049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
33800,710c-77dc8704-710c-4c22-b40a-781897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
366073,045d-31e12b30-045d-4c70-9b4a-698356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
382790,8776-2451a096-8776-4a93-9596-278895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7019,7631-1ed9b2c5-7631-4d12-9817-896093,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0
373899,737b-2d588c5c-737b-4218-8876-496949,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
21911,23c7-762cd7a6-23c7-4137-b31b-925996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
358341,26d4-3291a236-26d4-412b-8646-966779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
244845,3054-7071967b-3054-4236-905a-587809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
14335,5797-687c69b7-5797-4199-b916-892965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
391385,0200-29326a03-0200-4b06-8c1e-519153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
147350,6123-a9865190-6123-456b-82d8-168756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
128450,0cc6-bb164079-0cc6-42ab-ad68-899429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
97082,6776-c589b81e-6776-4876-b27d-281106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
301872,025c-58c0095d-025c-4b1b-a3bc-948134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
18737,82b1-6b54aav9-82b1-413a-abd5-634437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
31480,0428-6487d252-0428-47a7-b926-685439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
291547,a801-60d787b4-a801-4950-8b82-273936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
423172,2bc5-10d541ed-2bc5-403c-874d-41290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
189122,76a6-971889b0-76a6-4183-96b7-338430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
431268,4d62-075746db-4d62-4d65-a350-22630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
15241,d6d5-6969ac8b-d6d5-4342-a2c6-49736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
46786,d676-71273d76-d676-471e-aad6-698588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
219616,588a-77412a28-588a-4716-a97c-256435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
332994,49cd-401ed080-49cd-45a1-997d-808041,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
289741,7c33-56ddcbd7-7c33-4396-977b-50882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
332189,b164-31e8c804-b164-4222-939b-487651,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3029,10ba-6dab9d2b-10ba-41c9-a84b-835765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
314052,6847-51b6b167-6847-451e-9a1e-186683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
384454,4d92-2549cb79-4d92-41e6-ba53-498043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
48266,6287-716d3av0-6287-46b8-8119-23599,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
404296,1960-22712a8d-1960-b177-a06b-433098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
69931,47c2-d22d81c7-47c2-4a0c-82d4-146765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
304506,0d67-5a2c3230-0d67-4a2a-a768-821947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
30539,d530-640b78c5-d530-40bb-8872-974368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
186150,1238-95645569-1238-4774-a681-575370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
364980,96a8-3658d16d-96a8-4721-b179-248259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
163539,7233-a4b047c8-7233-40a2-8a7b-969686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
329350,90a7-4c487c87-90a7-4992-b25a-6582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
243323,88cc-7d8d9bd9-88cc-4245-b176-309691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
364917,7b62-3641ebcc-7b62-48b5-881b-391538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
109301,bd6d-b74696a7-bd6d-41d2-8704-188815,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
156332,2279-a7a825b4-2279-42b1-a5b9-888631,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
351367,17b3-3cb96d77-17b3-4575-bb88-198770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5459,57b2-1e043633-57b2-4c9a-9da2-788890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
105843,706a-ca73569c-706a-4857-8d78-159313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
272557,b2d7-6421936a-b2d7-4320-b674-174499,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
322120,7d62-4843ac7d-7d62-4630-9876-230031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
117176,709c-c2c31159-709c-4590-9b6d-853594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
272610,cb5a-642960bb-cb5a-4bav-89b1-190213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
428202,6556-13a6740c-6556-4114-b3c4-60732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
233275,b703-7767d479-b703-4d64-8842-280857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
250261,8db7-73823072-8db7-4856-a654-742711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
24645,5748-60c58817-5748-4796-b39d-434923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
88226,ca21-c7768av9-ca21-4c39-8577-329421,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
401242,2aa0-20ac71e9-2aa0-4974-a8bc-226103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
185810,8195-9535cc77-8195-4011-9b5a-20676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
409910,6db7-176b9677-6db7-4cb8-9bc1-167177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
3259,829c-6dc72260-829c-46d4-a070-956521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
221617,3829-765b4816-3829-46ac-86d5-568645,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
394667,82a9-1c73610b-82a9-460d-8841-343464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
227816,71ac-82d856a0-71ac-4737-99ba-878653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
112954,1873-c0627aa3-1873-4375-b386-166921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
71610,171d-d31ba3ac-171d-4c84-9172-118322,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
240164,2b2d-7bd1a994-2b2d-4867-b73c-503302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
363405,7824-3578c1e1-7824-46d7-8d5a-616078,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
56404,5048-768dd6b8-5048-4933-877a-277081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
169359,4215-997a1625-4215-492a-9cda-165351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
85752,4749-cd2182d6-4749-46b7-840b-598842,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
137843,bdb7-b2494165-bdb7-4807-9977-303498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
440446,47c6-0c877572-47c6-4736-a52d-324146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
181226,98c0-a0a06ad4-98c0-4d7a-986b-908128,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0
15617,8d19-699d6862-8d19-4189-b164-123348,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
358172,9c75-327a5a17-9c75-486d-ab77-438784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
388055,davd-2747b810-davd-43d6-8bca-972825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
70992,19a7-d2c2733c-19a7-b1bc-bd34-551729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
373513,d108-2d242235-d108-4b53-b0ad-219156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
135435,5c03-b0d7d925-5c03-4003-83b9-943522,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
204147,dc8a-9194ca1b-dc8a-438c-a247-409087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
267725,0c81-1e461411-0c81-4803-9762-543515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
187139,3b60-9568cd2a-3b60-4d8c-b772-992735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
291060,0006-609c07b5-0006-45cc-b38d-460896,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
178487,1b32-961b32d2-1b32-4237-9c6d-631407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
90431,3698-cav35cav-3698-4504-ad99-696244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
370182,ad0c-2b3ad64d-ad0c-470d-9b67-211088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
435240,476b-09962467-476b-488b-97b6-458742,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
406381,3923-1573169d-3923-4692-b787-480626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6837,85ac-1ec37478-85ac-49c0-8b96-443366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
417623,7597-1bc4a288-7597-4b42-989b-935858,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
111915,14c4-bavd1bc1-14c4-4ca1-b94c-696864,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
229677,8426-83dd4bd6-8426-4905-96d5-273160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
432968,70bb-084a1e7c-70bb-424b-ac67-656360,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
236242,b0aa-79a37b0c-b0aa-4727-a972-291189,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
320487,8022-475a40b2-8022-4148-ba42-64762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
166856,6baa-a69a62dd-6baa-4av5-92a6-538857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
156790,28db-a0707777-28db-46b8-bdd6-276037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
264916,d0c8-6db360b2-d0c8-4686-b798-919930,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
364046,c7c7-35d26971-c7c7-4a87-ad72-743781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
42400,4762-7cab7a03-4762-4c35-950a-703616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
307426,92d8-4d7860d2-92d8-47d6-904b-927164,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0
49862,778d-727747b2-778d-4dad-a512-261474,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
314445,7984-517d6911-7984-4d96-b541-581267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
192808,7119-9933b1d4-7119-b191-a300-338609,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
164839,3177-a51e8730-3177-4a14-b837-275072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
80706,7587-d847464b-7587-4652-941c-644751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
401614,6526-20726d29-6526-42a7-bba3-504138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
189135,bdb3-971a3b14-bdb3-4189-8739-730792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
419185,6947-07926d74-6947-4bb1-86a6-871573,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
70330,81c3-d264a889-81c3-4679-800d-903585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
442914,9db4-0dd7d009-9db4-4743-981e-461739,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
361477,5bab-345d52cd-5bab-4961-8742-986867,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
239541,a097-7b7932d0-a097-453b-a758-350581,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
228714,6392-8359a276-6392-457d-adc6-794537,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
82189,5551-cb2b245a-5551-47a1-96b2-806815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
29747,c707-639504ca-c707-b119-b898-730302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
192586,3ab5-99137aa9-3ab5-460a-91b6-858691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
326814,7517-4a708485-7517-4772-8a17-608964,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
228064,7b1d-8268cc8a-7b1d-477a-b8c5-549306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
192578,4d57-99125123-4d57-41d7-ac7c-426156,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
354504,7b07-377ac71c-7b07-4c19-801d-950215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
378142,0b7d-2av63b34-0b7d-494d-9a54-514438,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0
243965,8av7-1e630c36-8av7-4728-888a-370484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
374080,8a68-2d7611e7-8a68-47b6-9db1-447170,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
264756,b680-6d9c9c67-b680-42c4-86ab-668410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
50554,d326-734b0831-d326-4b49-a528-367113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
262502,29ab-av63c6b5-29ab-40db-a578-227538,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
19168,78a4-6b8d955a-78a4-4193-b16b-16903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
88862,b27c-c7d87cd5-b27c-b1d3-85d8-271469,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
137799,21b6-b2438526-21b6-4340-a070-820945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
183055,1673-93aad0bb-1673-46bb-bd8d-32220,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
39165,8306-7ad741db-8306-451c-8570-63994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
21206,3d58-77c67427-3d58-47d2-b564-185700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
85998,769a-cd4270c9-769a-417b-80d7-711993,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
98986,b4d1-c695b9a5-b4d1-4756-9c43-580695,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
118592,5c11-c3913db1-5c11-4d96-b67b-194380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
234541,81e3-78a755d6-81e3-4d3c-b84b-523968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
217715,58a9-8b26208a-58a9-4917-abc2-557150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
78663,7b24-d71ca7b2-7b24-4895-9aa6-593613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
252275,79bb-74a8a98b-79bb-4923-a7d6-165251,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
236832,2a73-79657354-2a73-4177-a977-571508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
60661,b773-da6571e2-b773-4657-8077-706018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
423930,7411-1140a721-7411-463c-a6b6-362577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
